paragraph_no,compound_name,iupac_name,inchi,smiles,has_structure_fig,other_info
[1371],2-methylnonan-1-ol,,,,False,
[1371],4-dimethylaminopyridine,,,,False,
[1371],(3-{[(ethylimino)methylidene]amino}propyl)dimethylamine hydrochloride,,,,False,
[1371],2-methylnonyl 8-bromooctanoate,,,,False,"1H NMR (300 MHz, CDCl3) δ: ppm 3.98 (m, 2H); 3.43 (t, 2H); 2.33 (t, 2H); 1.93-1.74 (m, 3H); 1.72-1.09 (m, 20H); 0.93 (m, 6H)."
[1371],Heptadecan-9-yl 8-((2-hydroxyethyl)(8-((2-methylnonyl)oxy)-8-oxooctyl)amino)octanoate,,,,False,
[1375],Compound 184,,,,False,"Molecular Formula: C45H89NO5, Molecular Weight: 724.209, UPLC/ELSD: RT=3.60 min. MS (ES): m/z (MH+) 725.0 for C45H89NO5. 1H NMR (300 MHz, CDCl3) δ: ppm 4.89 (m, 1H); 3.92 (m, 2H); 3.57 (m, 2H); 2.70-2.41 (m, 6H); 2.31 (m, 4H); 1.79 (m, 1H); 1.70-1.07 (m, 60H); 0.93 (m, 12H)."
[1375],Compound 185,Henicosan-11-yl 6-((2-hydroxyethyl)(6-oxo-6-(undecyloxy)hexyl)amino)hexanoate,,,False,
[1379],Compound 185,,,,False,MS (ES): m/z (MH+) 739.0 for C46H91NO5
[1379],Compound 186,Heptyl 10-((2-hydroxyethyl)(10-oxo-10-(tridecan-7-yloxy)decyl)amino)decanoate,,,False,
[1383],Compound 186,,,,False,"UPLC/ELSD: RT=3.31 min. MS (ES): m/z (MH+) 739.0 for C42H83NO5. 1H NMR (300 MHz, CDCl3) δ: ppm 4.89 (m, 1H); 4.08 (t, 2H); 3.55 (m, 2H); 2.58 (m, 2H); 2.47 (m, 4H); 2.30 (m, 4H); 1.71-1.18 (m, 58H); 0.90 (m, 9H)."
[1383],Compound 189,Heptyl 10-((8-(heptadecan-9-yloxy)-8-oxooctyl)(2-hydroxyethyl)amino)decanoate,,,False,
[1387],Compound 189,,,,False,"UPLC/ELSD: RT=3.47 min. MS (ES): m/z (MH+) 710.98 for C44H87NO5. 1H NMR (300 MHz, CDCl3) δ: ppm 4.89 (m, 1H); 4.08 (t, 2H); 3.55 (m, 2H); 2.61 (m, 2H); 2.47 (m, 4H); 2.31 (m, 4H); 1.70-1.20 (m, 62H); 0.90 (m, 9H)."
[1391],heptadecan-9-yl 8-((3-isobutyramidopropyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,,False,"UPLC/ELSD: RT=3.65 min. MS (ES): m/z (MH+) 794.3 for C49H96N2O5. 1H NMR (300 MHz, CDCl3) δ: ppm 7.53 (s, 1H); 4.86 (quint., 1H, J=6 Hz); 4.05 (t, 2H, J=6 Hz); 3.87 (s, 2H); 3.39 (m, 5H); 2.47 (br. s, 2H); 2.36 (br. m, 3H); 2.27 (m, 4H); 1.61 (m, 8H); 1.46 (br. m, 9H); 1.26 (br. m, 48H); 0.88 (t, 9H, J=7.5 Hz)."
[1395],heptadecan-9-yl 8-((3-aminopropyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,,False,
[1395],heptadecan-9-yl 8-((3-(2-(benzyloxy)acetamido)propyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,,False,MS (ES): m/z (MH+) 872.4 for C54H98N2O6
[1395],Compound 198,Heptadecan-9-yl 8-((3-(2-hydroxyacetamido)propyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,False,
[1399],heptadecan-9-yl 8-((3-(2-hydroxyacetamido)propyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,,False,"Molecular Formula: C47H92N2O6, Molecular Weight: 781.26, MS (ES): m/z (MH+) 782.2"
[1403],methyl (E/Z)—N-methyl-N-nitrocarbamimidothioate,,,,True,Molecular Weight: 149.17
[1406],heptadecan-9-yl (E)-8-((3-(3-methyl-2-nitroguanidino)propyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,,False,MS (ES): m/z (MH+) 825.3 for C47H93N5O6. UPLC/ELSD: RT=3.55 min.
[1406],Compound 207,Heptadecan-9-yl 8-((3-guanidinopropyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,False,
[1406],"Heptadecan-9-yl 6-((tert-butoxycarbonyl)amino)-2,2-dimethyl-11-(8-(nonyloxy)-8-oxooctyl)-4-oxo-3-oxa-5,7,11-triazanonadec-6-en-19-oate",,,,False,
[1410],heptadecan-9-yl 8-((3-aminopropyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,,False,"starting material; 300 mg, 0.41 mmol"
[1410],"1,3-bis(tert-butoxycarbonyl)-2-(trifluoromethylsulfonyl)guanidine",,,,False,"325 mg, 0.83 mmol"
[1410],"heptadecan-9-yl 6-((tert-butoxycarbonyl)amino)-2,2-dimethyl-11-(8-(nonyloxy)-8-oxooctyl)-4-oxo-3-oxa-5,7,11-triazanonadec-6-en-19-oate",,,,True,"product; 310 mg, 0.32 mmol, 77%; colorless oil; ca. 95% purity; MS (ES): m/z (MH+) 966.0 for C56H108N4O8"
[1413],"heptadecan-9-yl 6-((tert-butoxycarbonyl)amino)-2,2-dimethyl-11-(8-(nonyloxy)-8-oxooctyl)-4-oxo-3-oxa-5,7,11-triazanonadec-6-en-19-oate",,,,False,"MW: 310 mg, 0.32 mmol"
[1413],heptadecan-9-yl 8-((3-guanidinopropyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,,False,"210 mg, 0.27 mmol, 84%, colorless oil, C46H92N4O4, MH+ 766.3"
[1413],Compound 218,"Heptadecan-9-yl 8-((3-(4-(hydroxymethyl)-1H-1,2,3-triazol-1-yl)propyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate",,,False,
[1417],"heptadecan-9-yl 8-((3-(4-(tert-butoxymethyl)-1H-1,2,3-triazol-1-yl)propyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate",,,,False,Starting material for the synthesis of the next compound.
[1417],"heptadecan-9-yl 8-((3-(4-(hydroxymethyl)-1H-1,2,3-triazol-1-yl)propyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate",,,,False,"Colorless oil. UPLC/ELSD: RT=3.41 min. MS (ES): m/z (MH+) 806.1 for C48H92N4O5. 1H NMR (300 MHz, CDCl3) δ: ppm 7.54 (s, 1H); 4.86 (quint., 1H, J=6 Hz); 4.80 (s, 2H); 4.40 (t, 2H, J=7.5 Hz); 4.05 (t, 2H, J=6 Hz); 2.38 (br. m, 5H); 2.28 (m, 5H); 2.04 (br. m, 2H); 1.61 (br. m, 7H); 1.50 (br. d, 4H, J=3 Hz); 1.26 (br. m, 51H); 0.88 (t, 9H, J=7.5 Hz) (hydroxyl proton not observed)."
[1417],Compound 232,Nonyl 8-((2-hydroxyethyl)(6-oxo-6-((4-pentylcyclohexyl)oxy)hexyl)amino)octanoate,,,False,
[1421],Compound 232,,,,False,"UPLC/ELSD: RT=2.84 min. MS (ES): m/z (MH+) 596.84 for C36H69NO5. 1H NMR (300 MHz, CDCl3) δ: ppm 5.01 (m, 0.5H); 4.68 (m, 0.5H); 4.08 (t, 2H); 3.56 (m, 2H), 2.67-2.55 (br. m, 2H); 2.55-2.40 (br. m, 4H); 2.31 (m, 4H); 1.97 (m, 1H); 1.82 (m, 2H); 1.73-1.15 (m, 43H); 1.02 (m, 1H); 0.90 (m, 6H)."
[1424],DOPE,,,,False,phospholipid
[1424],DSPC,,,,False,phospholipid
[1424],PEG-DMG,"1,2-dimyristoyl-sn-glycerol methoxypolyethylene glycol",,,False,PEG lipid
[1424],cholesterol,,,,False,structural lipid
[1424],prednisolone,,,,False,corticosteroid
[1424],dexamethasone,,,,False,corticosteroid
[1424],prednisone,,,,False,corticosteroid
[1424],hydrocortisone,,,,False,corticosteroid
[1431],Triton X-100,,,,False,2% solution
[1432],,,,,False,"therapeutic and/or prophylactic (for example, a modified or naturally occurring RNA such as an mRNA)"
[1432],,,,,False,control composition including PBS
[1433],,,,,False,mRNA
[1434],,,,,False,mRNA
[1435],Formula (I),,,,False,
[1435],Formula (IA),,,,False,
[1435],Formula (II),,,,False,
[1435],Formula (IIa),,,,False,
[1435],Formula (IIb),,,,False,
[1435],Formula (IIc),,,,False,
[1435],Formula (IId),,,,False,
[1435],Formula (IIe),,,,False,
[1436],Formula (I),,,,False,
[1436],Formula (IA),,,,False,
[1436],Formula (II),,,,False,
[1436],Formula (IIa),,,,False,
[1436],Formula (IIb),,,,False,
[1436],Formula (IIc),,,,False,
[1436],Formula (IId),,,,False,
[1436],Formula (IIe),,,,False,
[1436],MC3,,,,False,cationic lipid
[1436],DSPC,,,,False,phospholipid
[1436],cholesterol,,,,False,structural lipid
[1436],PEG-DMG,,,,False,PEG lipid
[1436],Compound 1,,,,False,
[1436],Compound 2,,,,False,
[1436],Compound 3,,,,False,
[1436],Compound 4,,,,False,
[1436],Compound 5,,,,False,
[1436],Compound 6,,,,False,
[1436],Compound 7,,,,False,
[1436],Compound 8,,,,False,
[1436],Compound 9,,,,False,
[1436],Compound 10,,,,False,
[1436],Compound 11,,,,False,
[1436],Compound 12,,,,False,
[1436],Compound 13,,,,False,
[1436],Compound 14,,,,False,
[1436],Compound 15,,,,False,
[1436],Compound 16,,,,False,
[1436],Compound 17,,,,False,
[1436],Compound 18,,,,False,
[1436],Compound 19,,,,False,
[1436],Compound 20,,,,False,
[1436],Compound 21,,,,False,
[1436],Compound 22,,,,False,
[1436],Compound 23,,,,False,
[1436],Compound 24,,,,False,
[1436],Compound 25,,,,False,
[1436],Compound 26,,,,False,
[1436],Compound 27,,,,False,
[1436],Compound 28,,,,False,
[1436],Compound 29,,,,False,
[1436],Compound 30,,,,False,
[1436],Compound 31,,,,False,
[1436],Compound 32,,,,False,
[1436],Compound 33,,,,False,
[1436],Compound 34,,,,False,
[1436],Compound 35,,,,False,
[1436],Compound 36,,,,False,
[1436],Compound 37,,,,False,
[1436],Compound 38,,,,False,
[1436],Compound 39,,,,False,
[1436],Compound 40,,,,False,
[1436],Compound 41,,,,False,
[1436],Compound 42,,,,False,
[1436],Compound 43,,,,False,
[1436],Compound 44,,,,False,
[1436],Compound 45,,,,False,
[1436],Compound 46,,,,False,
[1436],Compound 47,,,,False,
[1436],Compound 48,,,,False,
[1436],Compound 49,,,,False,
[1436],Compound 50,,,,False,
[1436],Compound 51,,,,False,
[1436],Compound 52,,,,False,
[1436],Compound 53,,,,False,
[1436],Compound 54,,,,False,
[1436],Compound 55,,,,False,
[1436],Compound 56,,,,False,
[1436],Compound 57,,,,False,
[1436],Compound 58,,,,False,
[1436],Compound 59,,,,False,
[1436],Compound 60,,,,False,
[1436],Compound 61,,,,False,
[1436],Compound 62,,,,False,
[1436],Compound 63,,,,False,
[1436],Compound 64,,,,False,
[1436],Compound 65,,,,False,
[1436],Compound 66,,,,False,
[1436],Compound 67,,,,False,
[1436],Compound 68,,,,False,
[1436],Compound 69,,,,False,
[1436],Compound 70,,,,False,
[1436],Compound 71,,,,False,
[1436],Compound 72,,,,False,
[1436],Compound 73,,,,False,
[1436],Compound 74,,,,False,
[1436],Compound 75,,,,False,
[1436],Compound 76,,,,False,
[1436],Compound 77,,,,False,
[1436],Compound 78,,,,False,
[1436],Compound 79,,,,False,
[1436],Compound 80,,,,False,
[1436],Compound 81,,,,False,
[1436],Compound 82,,,,False,
[1436],Compound 83,,,,False,
[1436],Compound 84,,,,False,
[1436],Compound 85,,,,False,
[1436],Compound 86,,,,False,
[1436],Compound 87,,,,False,
[1436],Compound 88,,,,False,
[1436],Compound 89,,,,False,
[1436],Compound 90,,,,False,
[1436],Compound 91,,,,False,
[1436],Compound 92,,,,False,
[1436],Compound 93,,,,False,
[1436],Compound 94,,,,False,
[1436],Compound 95,,,,False,
[1436],Compound 96,,,,False,
[1436],Compound 97,,,,False,
[1436],Compound 98,,,,False,
[1436],Compound 99,,,,False,
[1436],Compound 100,,,,False,
[1436],Compound 101,,,,False,
[1436],Compound 102,,,,False,
[1436],Compound 103,,,,False,
[1436],Compound 104,,,,False,
[1436],Compound 105,,,,False,
[1436],Compound 106,,,,False,
[1436],Compound 107,,,,False,
[1436],Compound 108,,,,False,
[1436],Compound 109,,,,False,
[1436],Compound 110,,,,False,
[1436],Compound 111,,,,False,
[1436],Compound 112,,,,False,
[1436],Compound 113,,,,False,
[1436],Compound 114,,,,False,
[1436],Compound 115,,,,False,
[1436],Compound 116,,,,False,
[1436],Compound 117,,,,False,
[1436],Compound 118,,,,False,
[1436],Compound 119,,,,False,
[1436],Compound 120,,,,False,
[1436],Compound 121,,,,False,
[1436],Compound 122,,,,False,
[1436],Compound 123,,,,False,
[1436],Compound 124,,,,False,
[1436],Compound 125,,,,False,
[1436],Compound 126,,,,False,
[1436],Compound 127,,,,False,
[1436],Compound 128,,,,False,
[1436],Compound 129,,,,False,
[1436],Compound 130,,,,False,
[1436],Compound 131,,,,False,
[1436],Compound 132,,,,False,
[1436],Compound 133,,,,False,
[1436],Compound 134,,,,False,
[1436],Compound 135,,,,False,
[1436],Compound 136,,,,False,
[1436],Compound 137,,,,False,
[1436],Compound 138,,,,False,
[1436],Compound 139,,,,False,
[1436],Compound 140,,,,False,
[1436],Compound 141,,,,False,
[1436],Compound 142,,,,False,
[1436],Compound 143,,,,False,
[1436],Compound 144,,,,False,
[1436],Compound 145,,,,False,
[1436],Compound 146,,,,False,
[1436],Compound 147,,,,False,
[1436],Compound 148,,,,False,
[1436],Compound 149,,,,False,
[1436],Compound 150,,,,False,
[1436],Compound 151,,,,False,
[1436],Compound 152,,,,False,
[1436],Compound 153,,,,False,
[1436],Compound 154,,,,False,
[1436],Compound 155,,,,False,
[1436],Compound 156,,,,False,
[1436],Compound 157,,,,False,
[1436],Compound 158,,,,False,
[1436],Compound 159,,,,False,
[1436],Compound 168,,,,False,
[1436],Compound 169,,,,False,
[1436],Compound 170,,,,False,
[1436],Compound 173,,,,False,
[1436],Compound 174,,,,False,
[1436],Compound 175,,,,False,
[1436],,,,,False,RNA
[1436],,,,,False,mRNA encoding G5 luciferase (Luc)
[1436],,,,,False,mRNA encoding G5 hEPO
[1437],Compound 1,,,,False,"Size (nm): 72.7, PDI: 0.091, EE (%): 97.04, pKa: 6.50"
[1437],Compound 2,,,,False,"Size (nm): 83.9, PDI: 0.14, EE (%): 93.88, pKa: 6.73"
[1437],Compound 3,,,,False,"Size (nm): 97.5, PDI: 0.20, EE (%): 92.25, pKa: 6.72"
[1437],Compound 4,,,,False,"Size (nm): 120.5, PDI: 0.21, EE (%): 95.10, pKa: 6.33"
[1437],Compound 5,,,,False,"Size (nm): 196.4, PDI: 0.21, EE (%): 77.07, pKa: 6.84"
[1437],Compound 6,,,,False,"Size (nm): 73.1, PDI: 0.066, EE (%): 97.60, pKa: 6.32"
[1437],Compound 7,,,,False,"Size (nm): 118.9, PDI: 0.22, EE (%): 86.10, pKa: 6.75"
[1437],Compound 8,,,,False,"Size (nm): 121.0, PDI: 0.15, EE (%): 95.8, pKa: 6.64"
[1437],Compound 9,,,,False,"Size (nm): 68.5, PDI: 0.12, EE (%): 75.7, pKa: 4.87"
[1437],Compound 10,,,,False,"Size (nm): 102.9, PDI: 0.18, EE (%): 89.60, pKa: 6.09"
[1437],Compound 11,,,,False,"Size (nm): 129.6, PDI: 0.13, EE (%): 92.47, pKa: 5.97"
[1437],Compound 12,,,,False,"Size (nm): 116.7, PDI: 0.17, EE (%): 92.44, pKa: 5.99"
[1437],Compound 13,,,,False,"Size (nm): 79.4, PDI: 0.13, EE (%): 92.28, pKa: 5.67"
[1437],Compound 14,,,,False,"Size (nm): 130.1, PDI: 0.15, EE (%): 95.24, pKa: 6.58"
[1437],Compound 15,,,,False,"Size (nm): 111.1, PDI: 0.094, EE (%): 92.47, pKa: 5.58"
[1437],Compound 16,,,,False,"Size (nm): 119.0, PDI: 0.16, EE (%): 91.32, pKa: 5.52"
[1437],Compound 17,,,,False,"Size (nm): 85.2, PDI: 0.24, EE (%): 91.84, pKa: 7.76"
[1437],Compound 18,,,,False,"Size (nm): 86.2, PDI: 0.042, EE (%): 97.50, pKa: 6.56"
[1437],Compound 19,,,,False,"Size (nm): 101.1, PDI: 0.17, EE (%): 97.21, pKa: 6.78"
[1437],Compound 20,,,,False,"Size (nm): 111.5, PDI: 0.13, EE (%): 96.72, pKa: 6.87"
[1437],Compound 21,,,,False,"Size (nm): 53.5, PDI: n.d., EE (%): -15.1, pKa: n.d."
[1437],Compound 22,,,,False,"Size (nm): 80.2, PDI: 0.22, EE (%): 96.00, pKa: 6.21"
[1437],Compound 23,,,,False,"Size (nm): 104.5, PDI: 0.09, EE (%): 92.68, pKa: 6.84"
[1437],Compound 24,,,,False,"Size (nm): 99.5, PDI: 0.13, EE (%): 97.16, pKa: 6.71"
[1437],Compound 25,,,,False,"Size (nm): 85.8, PDI: 0.10, EE (%): 95.80, pKa: 6.68"
[1437],Compound 26,,,,False,"Size (nm): 91.9, PDI: 0.16, EE (%): 97.43, pKa: 6.64"
[1437],Compound 27,,,,False,"Size (nm): 82.3, PDI: 0.18, EE (%): 94.27, pKa: 6.78"
[1437],Compound 28,,,,False,"Size (nm): 99.4, PDI: 0.20, EE (%): 97.03, pKa: 6.04"
[1437],Compound 29,,,,False,"Size (nm): 66.8, PDI: 0.11, EE (%): 96.99, pKa: 6.00"
[1437],Compound 30,,,,False,"Size (nm): 59.4, PDI: 0.15, EE (%): 95.69, pKa: 6.75"
[1437],Compound 31,,,,False,"Size (nm): 73.9, PDI: 0.15, EE (%): 95.11, pKa: 6.64"
[1437],Compound 32,,,,False,"Size (nm): 105.6, PDI: 0.18, EE (%): 94.87, pKa: 6.75"
[1437],Compound 33,,,,False,"Size (nm): 107.3, PDI: 0.13, EE (%): 95.66, pKa: 6.80"
[1437],Compound 34,,,,False,"Size (nm): 133.8, PDI: 0.14, EE (%): 92.52, pKa: 6.64"
[1437],Compound 35,,,,False,"Size (nm): 151.1, PDI: 0.18, EE (%): 90.82, pKa: 6.85"
[1437],Compound 36,,,,False,"Size (nm): 163.5, PDI: 0.17, EE (%): 81.45, pKa: 7.38"
[1437],Compound 47,,,,False,"Size (nm): 80.6, PDI: 0.10, EE (%): 96.40, pKa: n.d."
[1437],Compound 48,,,,False,"Size (nm): 82.3, PDI: 0.092, EE (%): 96.55, pKa: 6.68"
[1437],Compound 49,,,,False,"Size (nm): 73.1, PDI: 0.110, EE (%): 96.86, pKa: 6.52"
[1437],Compound 50,,,,False,"Size (nm): 68.4, PDI: 0.100, EE (%): 97.33, pKa: 6.42"
[1437],Compound 51,,,,False,"Size (nm): 148.8, PDI: 0.17, EE (%): 89.83, pKa: n.d."
[1437],Compound 52,,,,False,"Size (nm): 130.5, PDI: 0.19, EE (%): 93.25, pKa: n.d."
[1437],Compound 53,,,,False,"Size (nm): 125.4, PDI: 0.13, EE (%): 95.8, pKa: n.d."
[1437],Compound 54,,,,False,"Size (nm): 112.9, PDI: 0.19, EE (%): 96.71, pKa: 6.51"
[1437],Compound 55,,,,False,"Size (nm): 91.6, PDI: 0.16, EE (%): 97.03, pKa: 6.44"
[1437],Compound 56,,,,False,"Size (nm): 112.1, PDI: 0.17, EE (%): 95.18, pKa: n.d."
[1437],Compound 57,,,,False,"Size (nm): 128.4, PDI: 0.16, EE (%): 94.33, pKa: n.d."
[1437],Compound 58,,,,False,"Size (nm): 130.8, PDI: 0.14, EE (%): 92.54, pKa: n.d."
[1437],Compound 59,,,,False,"Size (nm): 237.0, PDI: 0.24, EE (%): 94.44, pKa: n.d."
[1437],Compound 60,,,,False,"Size (nm): 95.1, PDI: 0.12, EE (%): 97.6, pKa: 6.73"
[1437],Compound 61,,,,False,"Size (nm): 89.1, PDI: 0.11, EE (%): 97.2, pKa: 6.70"
[1437],Compound 65,,,,False,"Size (nm): 63.9, PDI: 0.12, EE (%): 98.2, pKa: 6.36"
[1437],Compound 66,,,,False,"Size (nm): 76.7, PDI: 0.120, EE (%): 96.52, pKa: 76.7"
[1437],Compound 67,,,,False,"Size (nm): 77, PDI: 0.13, EE (%): 98, pKa: 6.38"
[1437],Compound 68,,,,False,"Size (nm): 76.8, PDI: 0.14, EE (%): 97.7, pKa: 6.69"
[1437],Compound 69,,,,False,"Size (nm): 77.2, PDI: 0.13, EE (%): 98.4, pKa: 6.92"
[1437],Compound 70,,,,False,"Size (nm): 73.7, PDI: 0.15, EE (%): 97.5, pKa: 6.51"
[1437],Compound 71,,,,False,"Size (nm): 60.1, PDI: 0.11, EE (%): 96.1, pKa: 5.88"
[1437],Compound 72,,,,False,"Size (nm): 65.4, PDI: 0.11, EE (%): 97.3, pKa: 6.29"
[1437],Compound 73,,,,False,"Size (nm): 59.2, PDI: 0.13, EE (%): 95.7, pKa: 5.95"
[1437],Compound 74,,,,False,"Size (nm): 65.6, PDI: 0.15, EE (%): 97, pKa: 6.08"
[1437],Compound 75,,,,False,"Size (nm): 64.2, PDI: 0.10, EE (%): 98.1, pKa: 6.67"
[1437],Compound 79,,,,False,"Size (nm): 93.7, PDI: 0.18, EE (%): 89.1, pKa: 7.53"
[1437],Compound 80,,,,False,"Size (nm): 118, PDI: 0.19, EE (%): 90.7, pKa: 7.52"
[1437],Compound 81,,,,False,"Size (nm): 99.2, PDI: 0.14, EE (%): 95.4, pKa: 7.14"
[1437],Compound 94,,,,False,"Size (nm): 62.4, PDI: 0.24, EE (%): 0, pKa: 4.43"
[1437],Compound 96,,,,False,"Size (nm): 120.5, PDI: 0.160, EE (%): 79.04, pKa: 6.600"
[1437],Compound 101,,,,False,"Size (nm): 91.7, PDI: 0.230, EE (%): 98.96, pKa: 7.27"
[1437],Compound 103,,,,False,"Size (nm): 78.8, PDI: 0.160, EE (%): 90.77, pKa: 6.13"
[1437],Compound 107,,,,False,"Size (nm): 55, PDI: 0.74, EE (%): 0, pKa: 4.802"
[1437],Compound 108,,,,False,"Size (nm): 119, PDI: 0.14, EE (%): 96, pKa: 7.17"
[1437],Compound 109,,,,False,"Size (nm): 81.1, PDI: 0.13, EE (%): 98.6, pKa: 6.78"
[1437],Compound 110,,,,False,"Size (nm): 118, PDI: 0.13, EE (%): 97.4, pKa: 8.03"
[1437],Compound 111,,,,False,"Size (nm): 79.3, PDI: 0.14, EE (%): 98.2, pKa: 7.13"
[1437],Compound 112,,,,False,"Size (nm): 85.7, PDI: 0.12, EE (%): 99, pKa: 7.78"
[1437],Compound 113,,,,False,"Size (nm): 69.2, PDI: 0.15, EE (%): 99, pKa: 6.93"
[1437],Compound 114,,,,False,"Size (nm): 65.1, PDI: 0.11, EE (%): 98.8, pKa: 6.42"
[1437],Compound 115,,,,False,"Size (nm): 64.5, PDI: 0.11, EE (%): 99.7, pKa: n.d."
[1437],Compound 116,,,,False,"Size (nm): 63.3, PDI: 0.14, EE (%): 99.4, pKa: 5.66"
[1437],Compound 118,,,,False,"Size (nm): 72.1, PDI: 0.08, EE (%): 98, pKa: 6.14"
[1437],Compound 119,,,,False,"Size (nm): 60.8, PDI: 0.24, EE (%): 98.1, pKa: 5.29"
[1437],Compound 121,,,,False,"Size (nm): 98.4, PDI: 0.18, EE (%): 100, pKa: 8.50"
[1437],Compound 122,,,,False,"Size (nm): 69.3, PDI: 0.09, EE (%): 98.2, pKa: 6.83"
[1437],Compound 123,,,,False,"Size (nm): 81.6, PDI: 0.23, EE (%): 94.4, pKa: 6.27"
[1437],Compound 124,,,,False,"Size (nm): 61.3, PDI: 0.1, EE (%): 97.7, pKa: 5.89"
[1437],Compound 125,,,,False,"Size (nm): 90.9, PDI: 0.16, EE (%): 79.6, pKa: n.d."
[1437],Compound 126,,,,False,"Size (nm): 77.4, PDI: 0.18, EE (%): 96.8, pKa: 6.00"
[1437],Compound 127,,,,False,"Size (nm): 110.4, PDI: 0.19, EE (%): 89.5, pKa: 6.98"
[1437],Compound 128,,,,False,"Size (nm): 69.4, PDI: 0.14, EE (%): 98.2, pKa: 6.56"
[1437],Compound 129,,,,False,"Size (nm): 86.3, PDI: 0.19, EE (%): 77.2, pKa: 7.3"
[1437],Compound 130,,,,False,"Size (nm): 107.1, PDI: 0.13, EE (%): 97, pKa: 6.83"
[1437],Compound 131,,,,False,"Size (nm): 167.9, PDI: 0.095, EE (%): 75.44, pKa: 7.76"
[1437],Compound 132,,,,False,"Size (nm): 298.0, PDI: 0.180, EE (%): 30.77, pKa: 7.34"
[1437],Compound 133,,,,False,"Size (nm): 66.0, PDI: 0.098, EE (%): 91.48, pKa: 6.38"
[1437],Compound 134,,,,False,"Size (nm): 85.6, PDI: 0.110, EE (%): 94.62, pKa: 6.66"
[1437],Compound 135,,,,False,"Size (nm): 89.5, PDI: 0.130, EE (%): 90.20, pKa: 6.47"
[1437],Compound 136,,,,False,"Size (nm): 140.4, PDI: 0.5, EE (%): 90.9, pKa: 6.95"
[1437],Compound 137,,,,False,"Size (nm): 184.4, PDI: <1, EE (%): 85.7, pKa: 7.06"
[1437],Compound 138,,,,False,"Size (nm): 179.4, PDI: <0.5, EE (%): 91.8, pKa: 7.39"
[1437],Compound 139,,,,False,"Size (nm): 174.0, PDI: 0.54, EE (%): 78.2, pKa: 7.04"
[1437],Compound 140,,,,False,"Size (nm): 120.3, PDI: 0.84, EE (%): 89.2, pKa: 7.71"
[1437],Compound 141,,,,False,"Size (nm): 91.3, PDI: 0.99, EE (%): 94.1, pKa: 7.47"
[1437],Compound 143,,,,False,"Size (nm): 93.3, PDI: 0.19, EE (%): 96.4, pKa: 6.47"
[1437],Compound 144,,,,False,"Size (nm): 135.9, PDI: 0.22, EE (%): 90.3, pKa: 7.09"
[1437],Compound 145,,,,False,"Size (nm): 176.5, PDI: 0.140, EE (%): 89.15, pKa: 7.25"
[1437],Compound 146,,,,False,"Size (nm): 97.0, PDI: 0.210, EE (%): 91.94, pKa: 7.78"
[1437],Compound 147,,,,False,"Size (nm): 99.5, PDI: 0.130, EE (%): 88.31, pKa: 6.66"
[1437],Compound 148,,,,False,"Size (nm): 192.7, PDI: 0.200, EE (%): 25.49, pKa: 6.646"
[1437],Compound 149,,,,False,"Size (nm): 62.1, PDI: 0.110, EE (%): 98.00, pKa: 6.284"
[1437],Compound 150,,,,False,"Size (nm): 63.1, PDI: 0.082, EE (%): 96.72, pKa: 6.101"
[1437],Compound 151,,,,False,"Size (nm): 105.7, PDI: 0.140, EE (%): 87.86, pKa: 6.593"
[1437],Compound 152,,,,False,"Size (nm): 62.6, PDI: 0.072, EE (%): 99.29, pKa: 6.465"
[1437],Compound 153,,,,False,"Size (nm): 83.7, PDI: 0.150, EE (%): 98.39, pKa: 6.580"
[1437],Compound 154,,,,False,"Size (nm): 92.9, PDI: 0.110, EE (%): 94.28, pKa: 6.827"
[1437],Compound 155,,,,False,"Size (nm): 208.3, PDI: 0.240, EE (%): 37.36, pKa: 6.576"
[1437],Compound 156,,,,False,"Size (nm): 74.3, PDI: 0.072, EE (%): 98.90, pKa: 6.572"
[1437],Compound 157,,,,False,"Size (nm): 69.6, PDI: 0.096, EE (%): 96.43, pKa: 6.275"
[1437],Compound 158,,,,False,"Size (nm): 251.8, PDI: 0.080, EE (%): 35.70, pKa: 6.953"
[1437],Compound 159,,,,False,"Size (nm): 75.9, PDI: 0.190, EE (%): 99.29, pKa: 7.873"
[1437],Compound 168,,,,False,"Size (nm): 80.7, PDI: 0.1, EE (%): 94.35, pKa: n.d."
[1437],Compound 169,,,,False,"Size (nm): 75.4, PDI: 0.18, EE (%): 99.04, pKa: n.d."
[1437],Compound 170,,,,False,"Size (nm): 71.7, PDI: 0.12, EE (%): 98.24, pKa: n.d."
[1437],Compound 173,,,,False,"Size (nm): 75.5, PDI: 0.16, EE (%): 92.89, pKa: n.d."
